"filename_audio	",filename_video,scene_label,filename
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-112.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-112.mp4,airport,airport-helsinki-3-112
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-117.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-117.mp4,airport,airport-helsinki-3-117
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-123.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-123.mp4,airport,airport-helsinki-3-123
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-126.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-126.mp4,airport,airport-helsinki-3-126
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-127.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-127.mp4,airport,airport-helsinki-3-127
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-128.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-128.mp4,airport,airport-helsinki-3-128
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-129.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-129.mp4,airport,airport-helsinki-3-129
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-130.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-130.mp4,airport,airport-helsinki-3-130
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-132.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-132.mp4,airport,airport-helsinki-3-132
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-133.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-133.mp4,airport,airport-helsinki-3-133
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-135.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-135.mp4,airport,airport-helsinki-3-135
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-142.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-142.mp4,airport,airport-helsinki-3-142
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-149.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-149.mp4,airport,airport-helsinki-3-149
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-152.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-152.mp4,airport,airport-helsinki-3-152
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-153.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-153.mp4,airport,airport-helsinki-3-153
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-154.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-154.mp4,airport,airport-helsinki-3-154
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-157.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-157.mp4,airport,airport-helsinki-3-157
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-163.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-163.mp4,airport,airport-helsinki-3-163
/home/pmri/WZQ/New_try/TAU_data_audio/airport-helsinki-3-166.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-helsinki-3-166.mp4,airport,airport-helsinki-3-166
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-40000.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-40000.mp4,airport,airport-lisbon-1000-40000
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-40073.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-40073.mp4,airport,airport-lisbon-1000-40073
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-40242.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-40242.mp4,airport,airport-lisbon-1000-40242
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-40280.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-40280.mp4,airport,airport-lisbon-1000-40280
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-40329.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-40329.mp4,airport,airport-lisbon-1000-40329
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-40342.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-40342.mp4,airport,airport-lisbon-1000-40342
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-40463.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-40463.mp4,airport,airport-lisbon-1000-40463
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-40528.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-40528.mp4,airport,airport-lisbon-1000-40528
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-40643.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-40643.mp4,airport,airport-lisbon-1000-40643
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-40647.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-40647.mp4,airport,airport-lisbon-1000-40647
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-40849.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-40849.mp4,airport,airport-lisbon-1000-40849
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-41194.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-41194.mp4,airport,airport-lisbon-1000-41194
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-41312.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-41312.mp4,airport,airport-lisbon-1000-41312
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-41323.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-41323.mp4,airport,airport-lisbon-1000-41323
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-41411.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-41411.mp4,airport,airport-lisbon-1000-41411
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-41635.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-41635.mp4,airport,airport-lisbon-1000-41635
/home/pmri/WZQ/New_try/TAU_data_audio/airport-lisbon-1000-41698.wav,/home/pmri/WZQ/New_try/TAU_data_vedio/airport-lisbon-1000-41698.mp4,airport,airport-lisbon-1000-41698
